condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,591201,598570,37.3779,37.8438,575964,15237,22606,967877,36.4146,0.9633,1.4292,61.1928,0.4659
random,1582560,1581684,591201,590008,37.3779,37.3025,568814,22387,21194,969289,35.9626,1.4154,1.3400,61.2821,-0.0754
