bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,838824,0.001232,-0.024223,0.001668,0.414697
0.02,0.05,21269,-0.001633,-0.006832,0.009625,0.082485
0.05,0.1,11081,-0.005275,-0.005977,0.015445,-0.227591
0.1,0.2,17095,-0.007267,-0.006187,0.020299,-0.401197
0.2,0.4,33972,-0.008661,-0.007106,0.027549,-0.454542
0.4,1.01,659443,-0.004658,-0.009035,0.033858,-0.274728
