bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,14502,99.8621,2.1101,1.2067,-0.9033,0.5089,8.1989,3.5374,-4.6614
0.02,0.05,zero,4282,99.5329,1.6581,1.3078,-0.3503,0.9014,8.2438,4.1569,-4.0869
0.05,0.1,zero,2221,98.9194,3.3318,1.8460,-1.4858,1.5398,11.6164,5.5380,-6.0783
0.1,0.2,zero,1230,98.2927,5.4472,5.9350,0.4878,3.5935,18.1301,11.9512,-6.1789
0.2,0.3,zero,377,95.7560,12.4668,10.6101,-1.8568,12.3077,32.8912,20.6897,-12.2016
0.3,0.4,zero,245,84.4898,24.8980,13.0612,-11.8367,24.1633,40.0000,29.7959,-10.2041
0.4,1.01,zero,9756,5.3813,96.0127,94.1267,-1.8860,45.8549,96.8430,95.9512,-0.8918
0.0,0.02,random,14502,99.0415,2.1101,1.6067,-0.5034,2.1349,8.1989,4.9373,-3.2616
0.02,0.05,random,4282,97.8982,1.6581,2.1018,0.4437,3.0220,8.2438,6.0019,-2.2419
0.05,0.1,random,2221,96.1279,3.3318,3.1968,-0.1351,4.4394,11.6164,8.3296,-3.2868
0.1,0.2,random,1230,93.7398,5.4472,7.3171,1.8699,7.8374,18.1301,14.9593,-3.1707
0.2,0.3,random,377,80.9019,12.4668,12.7321,0.2653,21.1141,32.8912,25.4642,-7.4271
0.3,0.4,random,245,62.4490,24.8980,19.1837,-5.7143,34.5306,40.0000,34.2857,-5.7143
0.4,1.01,random,9756,4.4998,96.0127,94.1882,-1.8245,51.8327,96.8430,96.1972,-0.6458
