bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,2242,-0.014641,-0.038990,0.002026,-3.060054
0.02,0.05,2583,-0.014540,-0.036324,0.001089,-3.003459
0.05,0.1,3056,-0.014193,-0.028626,0.001307,-2.917529
0.1,0.2,3708,-0.013810,-0.035922,0.001320,-2.836835
0.2,0.4,4228,-0.012756,-0.031035,0.003276,-2.637097
0.4,1.01,16796,-0.013898,-0.020993,0.015612,-1.552853
