bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,433517,-0.009000,-0.028402,0.000888,-1.799878
0.02,0.05,212012,-0.009202,-0.024179,0.002288,-1.918032
0.05,0.1,119696,-0.009361,-0.022409,0.002796,-2.003799
0.1,0.2,69737,-0.008997,-0.017427,0.004407,-1.982347
0.2,0.4,35304,-0.006784,-0.011365,0.005495,-1.531099
0.4,1.01,711418,0.005520,-0.008514,0.013021,2.646741
