file_id,speaker,utt,kind,material,layer_idx,module_path,stage,abs_mean,rms,temp_std,delta_rms
boy4_clean_002,boy4,002,clean,clean,9,encoder.model[7].block[1],residual,27.920015335083008,57.58081817626953,50.53852081298828,81.03050231933594
boy4_clean_002,boy4,002,clean,clean,10,encoder.model[7].block[3],residual,13.119359970092773,32.405059814453125,23.191505432128906,40.846317291259766
boy4_clean_002,boy4,002,clean,clean,11,encoder.model[7].shortcut,residual,7.067317008972168,16.72414207458496,12.194803237915039,21.48442268371582
boy4_clean_002,boy4,002,clean,clean,12,encoder.model[9],downsample,10.568636894226074,22.12226104736328,15.442132949829102,24.688148498535156
boy4_clean_002,boy4,002,clean,clean,13,encoder.model[10].block[1],residual,9.624156951904297,19.792863845825195,13.04028606414795,19.390560150146484
boy4_clean_002,boy4,002,clean,clean,14,encoder.model[10].block[3],residual,2.554583787918091,6.010105609893799,3.195803642272949,6.263918399810791
boy4_clean_002,boy4,002,clean,clean,15,encoder.model[10].shortcut,residual,3.449779987335205,15.756773948669434,3.637773036956787,5.611265659332275
boy4_clean_002,boy4,002,clean,clean,16,encoder.model[12],downsample,0.25818654894828796,0.5884813666343689,0.3102908730506897,0.6199826598167419
boy4_clean_002,boy4,002,clean,clean,17,encoder.model[15],projection,0.24980784952640533,0.31734633445739746,0.2902313768863678,0.34816813468933105
boy7_clean_002,boy7,002,clean,clean,0,encoder.model[0],stem,0.16932758688926697,0.37392401695251465,0.3201737105846405,0.05966180935502052
boy7_clean_002,boy7,002,clean,clean,1,encoder.model[1].block[1],residual,0.5680710673332214,1.3297381401062012,1.0178338289260864,0.2522953748703003
boy7_clean_002,boy7,002,clean,clean,2,encoder.model[1].block[3],residual,0.8599347472190857,1.6985498666763306,1.5415010452270508,0.8038865327835083
boy7_clean_002,boy7,002,clean,clean,3,encoder.model[1].shortcut,residual,0.5386120676994324,1.1406970024108887,1.009289264678955,0.1710938960313797
boy7_clean_002,boy7,002,clean,clean,4,encoder.model[3],downsample,3.030264377593994,6.709935188293457,5.455893516540527,3.878063678741455
boy7_clean_002,boy7,002,clean,clean,5,encoder.model[4].block[1],residual,8.03132438659668,16.308359146118164,14.103887557983398,11.991682052612305
boy7_clean_002,boy7,002,clean,clean,6,encoder.model[4].block[3],residual,8.940812110900879,18.425247192382812,17.53790855407715,20.36600112915039
boy7_clean_002,boy7,002,clean,clean,7,encoder.model[4].shortcut,residual,2.2195911407470703,5.239566326141357,4.257885456085205,5.347080230712891
boy7_clean_002,boy7,002,clean,clean,8,encoder.model[6],downsample,15.23474407196045,32.983768463134766,30.499755859375,46.046966552734375
boy7_clean_002,boy7,002,clean,clean,9,encoder.model[7].block[1],residual,19.923500061035156,44.04179382324219,40.575077056884766,65.01959228515625
boy7_clean_002,boy7,002,clean,clean,10,encoder.model[7].block[3],residual,8.775001525878906,23.773027420043945,17.15518569946289,31.13463592529297
boy7_clean_002,boy7,002,clean,clean,11,encoder.model[7].shortcut,residual,5.271175861358643,14.091602325439453,10.080607414245605,17.14851951599121
boy7_clean_002,boy7,002,clean,clean,12,encoder.model[9],downsample,7.307790279388428,17.608657836914062,12.389857292175293,18.6806697845459
boy7_clean_002,boy7,002,clean,clean,13,encoder.model[10].block[1],residual,6.484350204467773,16.10106086730957,9.766461372375488,13.812224388122559
boy7_clean_002,boy7,002,clean,clean,14,encoder.model[10].block[3],residual,1.7284061908721924,4.537288665771484,2.4194583892822266,4.524537563323975
boy7_clean_002,boy7,002,clean,clean,15,encoder.model[10].shortcut,residual,2.434453248977661,12.636609077453613,3.22800350189209,3.8539035320281982
boy7_clean_002,boy7,002,clean,clean,16,encoder.model[12],downsample,0.18832291662693024,0.44911766052246094,0.2500526010990143,0.5179452896118164
boy7_clean_002,boy7,002,clean,clean,17,encoder.model[15],projection,0.21530944108963013,0.2759037911891937,0.2664358913898468,0.31733790040016174
girl9_clean_002,girl9,002,clean,clean,0,encoder.model[0],stem,0.2422105073928833,0.4822942912578583,0.4165031313896179,0.10219857096672058
girl9_clean_002,girl9,002,clean,clean,1,encoder.model[1].block[1],residual,0.7951651215553284,1.6602610349655151,1.2896361351013184,0.4255748689174652
girl9_clean_002,girl9,002,clean,clean,2,encoder.model[1].block[3],residual,1.2264652252197266,2.150290012359619,1.9856926202774048,1.2738885879516602
girl9_clean_002,girl9,002,clean,clean,3,encoder.model[1].shortcut,residual,0.7629458904266357,1.47054922580719,1.3035422563552856,0.29800474643707275
