condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,605029,611706,38.2522,38.6743,595764,9265,15942,960713,37.6664,0.5858,1.0079,60.7399,0.4221
random,1582560,1581684,605029,608655,38.2522,38.4815,593146,11883,15509,961146,37.5009,0.7513,0.9805,60.7673,0.2292
