condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,596092,595880,37.6872,37.6738,577127,18965,18753,966839,36.4881,1.1990,1.1856,61.1272,-0.0134
random,1582560,1581684,596092,593352,37.6872,37.5139,574976,21116,18376,967216,36.3521,1.3350,1.1618,61.1510,-0.1732
