bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,2983,-0.011792,-0.037316,0.001139,-2.029153
0.02,0.05,3133,-0.010815,-0.035767,0.003242,-1.874196
0.05,0.1,3405,-0.011692,-0.027061,0.002127,-1.966135
0.1,0.2,3937,-0.010678,-0.030324,0.002493,-1.828897
0.2,0.4,3902,-0.009377,-0.028284,0.005733,-1.616187
0.4,1.01,15253,-0.010572,-0.023464,0.014245,-0.712505
